Title,Artist,Duration_ms,Duration_s,Duration_min
Grind with Me,Pretty Ricky,237733,237.73,3.96
Run It!,Chris Brown featuring Juelz Santana,229866,229.87,3.83
Photograph,Nickelback,258893,258.89,4.31
Lonely,Akon,235800,235.8,3.93
Collide,Howie Day,249120,249.12,4.15
Wake Me Up When September Ends,Green Day,285653,285.65,4.76
Slow Down,Bobby Valentino,258665,258.67,4.31
Over and Over,Nelly featuring Tim McGraw,253933,253.93,4.23
Some Cut,Trillville featuring Cutty,331213,331.21,5.52
Get It Poppin',Fat Joe featuring Nelly,205546,205.55,3.43
Play,David Banner,230133,230.13,3.84
Soul Survivor,Young Jeezy featuring Akon,280013,280.01,4.67
Pimpin' All Over the World,Ludacris featuring Bobby Valentino,329626,329.63,5.49
My Boo,Usher and Alicia Keys,250373,250.37,4.17
Sugar (Gimme Some),"Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",245106,245.11,4.09
Karma,Alicia Keys,256000,256.0,4.27
Speed of Sound,Coldplay,287906,287.91,4.8
I Don't Want to Be,Gavin DeGraw,219080,219.08,3.65
Mockingbird,Eminem,250760,250.76,4.18
La Tortura,Shakira featuring Alejandro Sanz,212893,212.89,3.55
She Will Be Loved,Maroon 5,259453,259.45,4.32
Baby I'm Back,Baby Bash featuring Akon,219186,219.19,3.65
Wait (The Whisper Song),Ying Yang Twins,179160,179.16,2.99
Incomplete,Backstreet Boys,239586,239.59,3.99
Bring Em Out,T.I.,216706,216.71,3.61
Cater 2 U,Destiny's Child,245400,245.4,4.09
1 Thing,Amerie,238760,238.76,3.98
Best of You,Foo Fighters,255626,255.63,4.26
It's Like That,Mariah Carey featuring Jermaine Dupri and Fatman Scoop,203360,203.36,3.39
Goin' Crazy,Natalie,294093,294.09,4.9
Inside Your Heaven,Carrie Underwood,225280,225.28,3.75
Because of You,Kelly Clarkson,219493,219.49,3.66
Truth Is,Fantasia,236746,236.75,3.95
Your Body,Pretty Ricky,240040,240.04,4.0
Beautiful Soul,Jesse McCartney,214226,214.23,3.57
Cool,Gwen Stefani,189333,189.33,3.16
Get Back,Ludacris,270746,270.75,4.51
Outta Control,50 Cent featuring Mobb Deep,248253,248.25,4.14
U Don't Know Me,T.I.,243506,243.51,4.06
These Words,Natasha Bedingfield,136580,136.58,2.28
Don't Lie,The Black Eyed Peas,219000,219.0,3.65
Get Right,Jennifer Lopez,225533,225.53,3.76
Daughters,John Mayer,237906,237.91,3.97
As Good as I Once Was,Toby Keith,227840,227.84,3.8
Girlfight,Brooke Valentine featuring Lil Jon and Big Boi,234733,234.73,3.91
Lose My Breath,Destiny's Child,242013,242.01,4.03
Ordinary People,John Legend,281466,281.47,4.69
We Be Burnin',Sean Paul,215213,215.21,3.59
Just the Girl,The Click Five,234146,234.15,3.9
True,Ryan Cabrera,204173,204.17,3.4
O,Omarion,280333,280.33,4.67
Back Then,Mike Jones,244186,244.19,4.07
Numb/Encore,Jay-Z and Linkin Park,235933,235.93,3.93
Wonderful,Ja Rule featuring R. Kelly and Ashanti,270506,270.51,4.51
I'm Sprung,T-Pain,231040,231.04,3.85
Chariot,Gavin DeGraw,239693,239.69,3.99
U Already Know,112 featuring Foxy Brown,198880,198.88,3.31
Mississippi Girl,Faith Hill,232706,232.71,3.88
Number One Spot,Ludacris,274466,274.47,4.57
Give Me That,Webbie featuring Bun B,267520,267.52,4.46
