Title,Artist,Duration_ms,Duration_s,Duration_min
"""Knee Deep""",Zac Brown Band featuring Jimmy Buffett,203173,203.17,3.39
"""Country Girl (Shake It for Me)""",Luke Bryan,225560,225.56,3.76
"""Remind Me""",Brad Paisley and Carrie Underwood,271906,271.91,4.53
"""In the Dark""",Dev,148930,148.93,2.48
"""Backseat""",New Boyz featuring The Cataracs and Dev,224093,224.09,3.73
"""Headlines""",Drake,235986,235.99,3.93
"""Best Thing I Never Had""",Beyoncé,253746,253.75,4.23
"""Don't Wanna Go Home""",Jason Derulo,206080,206.08,3.43
"""Where Them Girls At""",David Guetta featuring Flo Rida and Nicki Minaj,194840,194.84,3.25
"""She Ain't You""",Chris Brown,248106,248.11,4.14
"""Take a Back Road""",Rodney Atkins,209426,209.43,3.49
"""Please Don't Go""",Mike Posner,196813,196.81,3.28
"""Sure Thing""",Miguel,195373,195.37,3.26
"""Price Tag""",Jessie J featuring B.o.B,223053,223.05,3.72
"""God Gave Me You""",Blake Shelton,229533,229.53,3.83
"""She Will""",Lil Wayne featuring Drake,305840,305.84,5.1
"""Are You Gonna Kiss Me or Not""",Thompson Square,184920,184.92,3.08
"""Animal""",Neon Trees,212306,212.31,3.54
"""You and Tequila""",Kenny Chesney featuring Grace Potter,242840,242.84,4.05
"""Colder Weather""",Zac Brown Band,273893,273.89,4.56
"""My Last""",Big Sean featuring Chris Brown,254120,254.12,4.24
