Title,Artist,Duration_ms,Duration_s,Duration_min
"""Take My Breath""",The Weeknd,339023,339.02,5.65
"""We're Good""",Dua Lipa,165506,165.51,2.76
"""Hell of a View""",Eric Church,175026,175.03,2.92
"""Rockin' Around the Christmas Tree""",Brenda Lee,126266,126.27,2.1
"""Put Your Records On""",Ritt Momney,210463,210.46,3.51
"""Happier Than Ever""",Billie Eilish,298899,298.9,4.98
"""Single Saturday Night""",Cole Swindell,189960,189.96,3.17
"""Things a Man Oughta Know""",Lainey Wilson,203373,203.37,3.39
"""Throat Baby (Go Baby)""",BRS Kash,211609,211.61,3.53
"""Tombstone""",Rod Wave,160078,160.08,2.67
"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,160839,160.84,2.68
"""Todo de Ti""",Rauw Alejandro,199604,199.6,3.33
