Title,Artist,Duration_ms,Duration_s,Duration_min
"""Meet Me Halfway""",The Black Eyed Peas,284373,284.37,4.74
"""Take It Off""",Kesha,215200,215.2,3.59
"""Over""",Drake,272573,272.57,4.54
"""Animal""",Neon Trees,212306,212.31,3.54
"""Misery""",Maroon 5,216200,216.2,3.6
"""Magic""",B.o.B featuring Rivers Cuomo,196133,196.13,3.27
"""Paparazzi""",Lady Gaga,208306,208.31,3.47
"""Tie Me Down""",New Boyz featuring Ray J,178807,178.81,2.98
"""Your Love""",Nicki Minaj,245253,245.25,4.09
"""Party in the U.S.A.""",Miley Cyrus,202066,202.07,3.37
"""Deuces""",Chris Brown featuring Tyga and Kevin McCall,276560,276.56,4.61
"""3""",Britney Spears,213173,213.17,3.55
"""Impossible""",Shontelle,226533,226.53,3.78
"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",357706,357.71,5.96
"""Two Is Better Than One""",Boys Like Girls featuring Taylor Swift,242840,242.84,4.05
"""My First Kiss""",3OH!3 featuring Kesha,192440,192.44,3.21
"""Already Gone""",Kelly Clarkson,281560,281.56,4.69
"""Rock That Body""",The Black Eyed Peas,268840,268.84,4.48
"""Secrets""",OneRepublic,224693,224.69,3.74
"""Naturally""",Selena Gomez & the Scene,197993,197.99,3.3
"""Un-Thinkable (I'm Ready)""",Alicia Keys,282026,282.03,4.7
"""All I Do Is Win""","DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross",232506,232.51,3.88
"""I Made It (Cash Money Heroes)""","Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",249546,249.55,4.16
"""Stuck Like Glue""",Sugarland,247586,247.59,4.13
"""Hey Daddy (Daddy's Home)""",Usher featuring Plies,224093,224.09,3.73
"""There Goes My Baby""",Usher,281293,281.29,4.69
"""Today Was a Fairytale""",Taylor Swift,241822,241.82,4.03
"""Say Something""",Timbaland featuring Drake,240920,240.92,4.02
"""Sweet Dreams""",Beyoncé,208066,208.07,3.47
"""Use Somebody""",Kings of Leon,230760,230.76,3.85
"""Undo It""",Carrie Underwood,177253,177.25,2.95
"""Eenie Meenie""",Sean Kingston and Justin Bieber,201946,201.95,3.37
"""Right Above It""",Lil Wayne featuring Drake,271946,271.95,4.53
"""The House That Built Me""",Miranda Lambert,236626,236.63,3.94
"""If I Die Young""",The Band Perry,222773,222.77,3.71
"""The Only Exception""",Paramore,267653,267.65,4.46
"""American Honey""",Lady Antebellum,224866,224.87,3.75
"""King of Anything""",Sara Bareilles,207493,207.49,3.46
"""Life After You""",Daughtry,206413,206.41,3.44
"""Smile""",Uncle Kracker,201626,201.63,3.36
"""Teach Me How to Dougie""",Cali Swag District,237480,237.48,3.96
"""Try Sleeping with a Broken Heart""",Alicia Keys,249013,249.01,4.15
"""Lover, Lover""",Jerrod Niemann,193733,193.73,3.23
