Title,Artist,UG_link
"""Don't You Wanna Stay""",Jason Aldean featuring Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/jason-aldean/dont-you-wanna-stay-chords-1003158
"""We Found Love""",Rihanna featuring Calvin Harris,https://tabs.ultimate-guitar.com/tab/rihanna/we-found-love-chords-1096231
"""Pretty Girl Rock""",Keri Hilson,https://tabs.ultimate-guitar.com/tab/keri-hilson/pretty-girl-rock-chords-1015856
"""Yoü and I""",Lady Gaga,not found
"""Like a G6""",Far East Movement featuring The Cataracs and Dev,not found
"""Without You""",David Guetta featuring Usher,https://tabs.ultimate-guitar.com/tab/david-guetta/without-you-chords-1092989
"""Back to December""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/back-to-december-chords-995361
"""Teenage Dream""",Katy Perry,https://tabs.ultimate-guitar.com/tab/katy-perry/teenage-dream-chords-970774
"""Crazy Girl""",Eli Young Band,https://tabs.ultimate-guitar.com/tab/eli-young-band/crazy-girl-chords-1037132
"""Cheers (Drink to That)""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/cheers-drink-to-that-chords-1233362
"""Who Says""",Selena Gomez & the Scene,https://tabs.ultimate-guitar.com/tab/selena-gomez-the-scene/who-says-chords-1036919
"""Barefoot Blue Jean Night""",Jake Owen,https://tabs.ultimate-guitar.com/tab/jake-owen/barefoot-blue-jean-night-chords-1053660
"""Knee Deep""",Zac Brown Band featuring Jimmy Buffett,https://tabs.ultimate-guitar.com/tab/zac-brown-band/knee-deep-chords-991228
"""Country Girl (Shake It for Me)""",Luke Bryan,https://tabs.ultimate-guitar.com/tab/luke-bryan/country-girl-shake-it-for-me-chords-1071530
"""Remind Me""",Brad Paisley and Carrie Underwood,not found
"""In the Dark""",Dev,not found
"""Backseat""",New Boyz featuring The Cataracs and Dev,not found
"""Headlines""",Drake,https://tabs.ultimate-guitar.com/tab/drake/headlines-chords-1083199
"""Best Thing I Never Had""",Beyoncé,not found
"""Don't Wanna Go Home""",Jason Derulo,https://tabs.ultimate-guitar.com/tab/jason-derulo/dont-wanna-go-home-chords-1074023
"""Where Them Girls At""",David Guetta featuring Flo Rida and Nicki Minaj,not found
"""She Ain't You""",Chris Brown,https://tabs.ultimate-guitar.com/tab/chris-brown/she-aint-you-chords-1090176
"""Take a Back Road""",Rodney Atkins,https://tabs.ultimate-guitar.com/tab/rodney-atkins/take-a-back-road-chords-1080802
"""Please Don't Go""",Mike Posner,https://tabs.ultimate-guitar.com/tab/mike-posner/please-dont-go-chords-977397
"""Sure Thing""",Miguel,https://tabs.ultimate-guitar.com/tab/miguel/sure-thing-chords-1062722
"""Price Tag""",Jessie J featuring B.o.B,https://tabs.ultimate-guitar.com/tab/jessie-j/price-tag-chords-1029351
"""God Gave Me You""",Blake Shelton,not found
"""She Will""",Lil Wayne featuring Drake,not found
"""Are You Gonna Kiss Me or Not""",Thompson Square,not found
"""Animal""",Neon Trees,https://tabs.ultimate-guitar.com/tab/neon-trees/animal-chords-934768
"""You and Tequila""",Kenny Chesney featuring Grace Potter,https://tabs.ultimate-guitar.com/tab/kenny-chesney/you-and-tequila-chords-1011305
"""Colder Weather""",Zac Brown Band,https://tabs.ultimate-guitar.com/tab/zac-brown-band/colder-weather-chords-990491
"""My Last""",Big Sean featuring Chris Brown,https://tabs.ultimate-guitar.com/tab/big-sean/my-last-chords-1109505
