Title,Artist,UG_link
"""Wait (The Whisper Song)""",Ying Yang Twins,https://tabs.ultimate-guitar.com/tab/ying-yang-twins/whisper-song-chords-3353111
"""Incomplete""",Backstreet Boys,not found
"""Bring Em Out""",T.I.,not found
"""Cater 2 U""",Destiny's Child,https://tabs.ultimate-guitar.com/tab/destinys-child/cater-2-u-chords-672586
"""1 Thing""",Amerie,https://tabs.ultimate-guitar.com/tab/misc-cartoons/frozen-2-some-things-never-change-chords-2903405
"""Best of You""",Foo Fighters,https://tabs.ultimate-guitar.com/tab/foo-fighters/best-of-you-chords-188224
"""It's Like That""",Mariah Carey featuring Jermaine Dupri and Fatman Scoop,https://tabs.ultimate-guitar.com/tab/everlast/what-its-like-chords-1683079
"""Goin' Crazy""",Natalie,not found
"""Inside Your Heaven""",Carrie Underwood,https://tabs.ultimate-guitar.com/tab/carrie-underwood/inside-your-heaven-chords-274690
"""Because of You""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/because-of-you-chords-157639
"""Truth Is""",Fantasia,not found
"""Your Body""",Pretty Ricky,not found
"""Beautiful Soul""",Jesse McCartney,https://tabs.ultimate-guitar.com/tab/jesse-mccartney/beautiful-soul-chords-140717
"""Cool""",Gwen Stefani,https://tabs.ultimate-guitar.com/tab/gwen-stefani/cool-chords-182038
"""Get Back""",Ludacris,not found
"""Outta Control""",50 Cent featuring Mobb Deep,not found
"""U Don't Know Me""",T.I.,https://tabs.ultimate-guitar.com/tab/i-dont-know-how-but-they-found-me/choke-chords-2114221
"""These Words""",Natasha Bedingfield,https://tabs.ultimate-guitar.com/tab/natasha-bedingfield/these-words-chords-138498
"""Don't Lie""",The Black Eyed Peas,https://tabs.ultimate-guitar.com/tab/the-black-eyed-peas/i-gotta-feeling-chords-832775
"""Get Right""",Jennifer Lopez,not found
"""Daughters""",John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/daughters-chords-89934
"""As Good as I Once Was""",Toby Keith,https://tabs.ultimate-guitar.com/tab/toby-keith/as-good-as-i-once-was-chords-200215
"""Girlfight""",Brooke Valentine featuring Lil Jon and Big Boi,https://tabs.ultimate-guitar.com/tab/gil-scott-heron/lady-day-and-john-coltrane-chords-2138269
"""Lose My Breath""",Destiny's Child,https://tabs.ultimate-guitar.com/tab/destinys-child/lose-my-breath-chords-4598954
"""Ordinary People""",John Legend,https://tabs.ultimate-guitar.com/tab/john-legend/ordinary-people-chords-494857
"""We Be Burnin'""",Sean Paul,https://tabs.ultimate-guitar.com/tab/sean-paul/we-be-burnin-chords-407086
"""Just the Girl""",The Click Five,https://tabs.ultimate-guitar.com/tab/the-click-five/just-the-girl-chords-197295
"""True""",Ryan Cabrera,https://tabs.ultimate-guitar.com/tab/ryan-cabrera/true-chords-175135
"""O""",Omarion,https://tabs.ultimate-guitar.com/tab/omarion/ice-box-chords-1482587
"""Back Then""",Mike Jones,not found
"""Numb/Encore""",Jay-Z and Linkin Park,https://tabs.ultimate-guitar.com/tab/jay-z/numb-encore-chords-2504829
"""Wonderful""",Ja Rule featuring R. Kelly and Ashanti,https://tabs.ultimate-guitar.com/tab/1974-ad/hidda-hiddai-chords-1208496
"""I'm Sprung""",T-Pain,https://tabs.ultimate-guitar.com/tab/t-pain/im-sprung-chords-4344875
"""Chariot""",Gavin DeGraw,https://tabs.ultimate-guitar.com/tab/gavin-degraw/chariot-chords-149302
"""U Already Know""",112 featuring Foxy Brown,not found
"""Mississippi Girl""",Faith Hill,https://tabs.ultimate-guitar.com/tab/faith-hill/mississippi-girl-chords-205573
"""Number One Spot""",Ludacris,not found
"""Give Me That""",Webbie featuring Bun B,https://tabs.ultimate-guitar.com/tab/hahawiener420/baby-let-me-give-that-mullet-a-tug-chords-5167852
