Year,Rank,Title,Artist,UG_link,Chords,Harmony,Intervals,Interval_Variance,Main_Harmony,Main_Interval_Harmony
2020,38,"""Dynamite""",BTS,https://tabs.ultimate-guitar.com/tab/bts/dynamite-chords-3301910,"['C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m', 'B', 'E', 'C#m', 'F#m', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'E', 'C#m', 'F#m7', 'B', 'D#m', 'G#m7', 'C#', 'F#', 'D#m', 'G#m7', 'C#', 'F#', 'D#m', 'G#m7', 'C#', 'F#', 'D#m', 'G#m7', 'C#', 'F#', 'D#m', 'G#m', 'C#', 'F#', 'D#m', 'G#m', 'C#', 'F#', 'D#m', 'G#m7', 'C#', 'F#', 'D#m', 'G#m7', 'C#', 'F#']","[1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 3, 1, 4, 7, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4, 2, 5, 1, 4]","[5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 4, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5, -3, 5, 5, 5]",11.63484427692918,"(1, 4, 7, 3)","(5, 5, 5, -3)"
2020,39,"""Go Crazy""",Chris Brown and Young Thug,https://tabs.ultimate-guitar.com/tab/chris-brown/go-crazy-chords-3133595,"['Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7', 'Em', 'Dm', 'Em', 'Fmaj7']","[1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1]","[-1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1, -1, -2, 2, 1]",2.5,"(7, 6, 7, 1)","(-1, -2, 2, 1)"
2020,40,"""High Fashion""",Roddy Ricch featuring Mustard,https://tabs.ultimate-guitar.com/tab/roddy-ricch/high-fashion-chords-3076886,"['G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'G', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'F#m', 'Bm', 'Am', 'G', 'F#m', 'Bm', 'Am']","[1, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 2, 1, 1, 7, 3, 2, 1, 7, 3, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 2, 1, 7, 3, 1, 7, 3, 2, 1, 7, 1, 7, 3, 2, 1, 7, 3, 7, 3, 2, 1, 7, 3, 2]","[-1, 5, -2, -2, -1, 5, -2, -2, -1, 5, -2, -2, -1, 5, -2, -2, -1, 5, -2, -2, -1, 5, -2, -2, 0, -1, 5, -2, -2, -1, 5, -5, 5, -2, -2, -1, 5, -2, -2, -1, 5, -2, -2, -1, 5, -4, -1, 5, -2, -2, -1, 1, -1, 5, -2, -2, -1, 5, -5, 5, -2, -2, -1, 5, -2]",9.475976331360947,"(7, 3, 2, 1)","(-2, -2, -1, 5)"
2020,41,"""Laugh Now Cry Later""",Drake featuring Lil Durk,not found,not found,not found,not found,not found,not found,not found
2020,42,"""Woah""",Lil Baby,https://tabs.ultimate-guitar.com/tab/lil-baby/woah-chords-3425945,"['Am', 'F', 'Am', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E', 'Am', 'F', 'E']","[1, 6, 1, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5, 1, 6, 5]","[-4, 4, 0, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1, 5, -4, -1]",13.723056164614606,"(1, 6, 5)","(-4, -1, 5)"
2020,43,"""Death Bed""",Powfu featuring Beabadoobee,https://tabs.ultimate-guitar.com/tab/powfu/death-bed-coffee-for-your-head-chords-2979347,"['C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm', 'C', 'Cmaj7', 'F', 'Fm']","[1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4]","[0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0]",12.245290272971934,"(1, 1, 4, 4)","(0, 5, 0, -5)"
2020,44,"""Señorita""",Shawn Mendes and Camila Cabello,not found,not found,not found,not found,not found,not found,not found
2020,45,"""Highest in the Room""",Travis Scott,https://tabs.ultimate-guitar.com/tab/travis-scott/highest-in-the-room-chords-2858627,"['Dm/F', 'Fmaj7', 'Dm', 'Am/D', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm', 'Am/D', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Dm/F', 'Fmaj7', 'Bb', 'Bb', 'Gm', 'Dm', 'Dm', 'Am', 'Bb', 'Gm', 'Dm', 'Dm', 'Am', 'Bb', 'Gm', 'Dm', 'Dm']","[1, 3, 1, 5, 1, 3, 1, 3, 1, 3, 1, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 6, 6, 4, 1, 1, 5, 6, 4, 1, 1, 5, 6, 4, 1, 1]","[3, -3, -5, 5, 3, -3, 3, -3, 3, -3, 3, -3, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, 5, 0, -3, -5, 0, -5, 1, -3, -5, 0, -5, 1, -3, -5, 0]",16.911000355998574,"(1, 5)","(-5, 5)"
2020,46,"""Bad Guy""",Billie Eilish,https://tabs.ultimate-guitar.com/tab/billie-eilish/bad-guy-chords-2647458,"['Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']","[1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 1, 1, 1, 1, 1]","[5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 0, 0, 0, 0, 0]",3.6734693877551026,"(1, 4, 5)","(5, 2, 5)"
2020,47,"""Mood""",24kGoldn featuring Iann Dior,https://tabs.ultimate-guitar.com/tab/24kgoldn/mood-chords-3261224,"['Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F']","[1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2, 1, 3, 5, 2]","[4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5]",13.595551474339352,"(1, 3, 5, 2)","(4, 3, -5, -2)"
2020,48,"""Rain on Me""",Lady Gaga and Ariana Grande,https://tabs.ultimate-guitar.com/tab/lady-gaga/rain-on-me-chords-3161981,"['Am', 'Em', 'F', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'Dm', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'F', 'Em', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'Dm', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'F', 'Em', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'F', 'Em', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'Am', 'Em', 'F', 'F', 'Em', 'Am', 'Am', 'Em', 'F', 'F', 'Em', 'Am']","[1, 5, 6, 1, 5, 6, 7, 1, 5, 6, 1, 5, 6, 7, 1, 5, 6, 1, 5, 6, 7, 1, 5, 6, 1, 5, 6, 4, 1, 5, 6, 6, 5, 1, 6, 5, 1, 1, 5, 6, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 6, 5, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 1, 5, 6, 7, 1, 5, 6, 1, 5, 6, 4, 1, 5, 6, 6, 5, 1, 6, 5, 1, 1, 5, 6, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 6, 5, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 6, 5, 1, 5, 6, 6, 5, 1, 6, 5, 1, 1, 5, 6, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 1, 5, 6, 6, 5, 1, 1, 5, 6, 6, 5, 1]","[-5, 1, 4, -5, 1, 2, 2, -5, 1, 4, -5, 1, 2, 2, -5, 1, 4, -5, 1, 2, 2, -5, 1, 4, -5, 1, -3, -5, -5, 1, 0, -1, 5, -4, -1, 5, 0, -5, 1, 4, -5, 1, 0, -1, 5, 0, -5, 1, 0, 0, -1, 5, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 4, -5, 1, 2, 2, -5, 1, 4, -5, 1, -3, -5, -5, 1, 0, -1, 5, -4, -1, 5, 0, -5, 1, 4, -5, 1, 0, -1, 5, 0, -5, 1, 0, 0, -1, 5, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, 0, -1, 5, -5, 1, 0, -1, 5, -4, -1, 5, 0, -5, 1, 4, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5, 0, -5, 1, 4, -5, 1, 0, -1, 5, 0, -5, 1, 0, -1, 5]",9.823606680427847,"(6, 6, 5, 1, 1, 5)","(0, -1, 5, 0, -5, 1)"
2020,49,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,not found,not found,not found,not found,not found,not found,not found
2020,50,"""Ritmo (Bad Boys for Life)""",Black Eyed Peas and J Balvin,not found,not found,not found,not found,not found,not found,not found
2020,51,"""Heart on Ice""",Rod Wave,not found,not found,not found,not found,not found,not found,not found
2020,52,"""Nobody but You""",Blake Shelton and Gwen Stefani,not found,not found,not found,not found,not found,not found,not found
2020,53,"""Trampoline""",Shaed,https://tabs.ultimate-guitar.com/tab/shaed/trampoline-chords-2530953,"['Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'D', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'D', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'Eb', 'F', 'Gm', 'Cm', 'Bb', 'D']","[1, 3, 7, 4, 1, 3, 7, 4, 6, 7, 1, 4, 3, 6, 7, 1, 4, 3, 5, 1, 3, 7, 4, 1, 3, 7, 4, 6, 7, 1, 4, 3, 6, 7, 1, 4, 3, 6, 6, 7, 1, 4, 3, 6, 7, 1, 4, 3, 5, 1, 3, 7, 4, 1, 3, 7, 4, 6, 7, 1, 4, 3, 6, 7, 1, 4, 3, 6, 6, 7, 1, 4, 3, 6, 7, 1, 4, 3, 5]","[3, -5, -5, -5, 3, -5, -5, 3, 2, 2, 5, -2, 5, 2, 2, 5, -2, 4, 5, 3, -5, -5, -5, 3, -5, -5, 3, 2, 2, 5, -2, 5, 2, 2, 5, -2, 5, 0, 2, 2, 5, -2, 5, 2, 2, 5, -2, 4, 5, 3, -5, -5, -5, 3, -5, -5, 3, 2, 2, 5, -2, 5, 2, 2, 5, -2, 5, 0, 2, 2, 5, -2, 5, 2, 2, 5, -2, 4]",13.063938198553585,"(6, 7, 1, 4)","(2, 2, 5, -2)"
2020,54,"""Come & Go""",Juice Wrld and Marshmello,not found,not found,not found,not found,not found,not found,not found
2020,55,"""Truth Hurts""",Lizzo,https://tabs.ultimate-guitar.com/tab/lizzo/truth-hurts-chords-2170461,"['C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'F', 'C', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'Am', 'F', 'Am', 'C', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am']","[1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 4, 1, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 6, 4, 6, 1, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]","[-3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, 5, -5, 0, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 0, -4, 4, 3, 0, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3, 3, -3]",9.192940441482715,"(1, 6)","(-3, 3)"
