Title,Artist,Main_Harmony,Main_Interval_Harmony
"""Outta Control""",50 Cent featuring Mobb Deep,not found,not found
"""U Don't Know Me""",T.I.,not found,not found
"""These Words""",Natasha Bedingfield,"(1, 5, 6, 6, 5, 1, 4, 1, 5)","(5, -5, -5, 5, -5, 2, 0, -2, 5)"
"""Don't Lie""",The Black Eyed Peas,not found,not found
"""Get Right""",Jennifer Lopez,not found,not found
"""Daughters""",John Mayer,"(3, 1, 4, 7)","(5, 5, 5, -3)"
"""As Good as I Once Was""",Toby Keith,"(1, 2, 5)","(5, 2, 5)"
"""Girlfight""",Brooke Valentine featuring Lil Jon and Big Boi,not found,not found
"""Lose My Breath""",Destiny's Child,"(6, 5, 6, 1, 6, 5, 1)","(-4, -1, 1, 4, -4, -1, 5)"
"""Ordinary People""",John Legend,"(4, 5, 1, 4)","(5, 5, 0, 2)"
"""We Be Burnin'""",Sean Paul,"(1, 4)","(5, -5)"
"""Just the Girl""",The Click Five,"(1, 5, 4)","(-5, -5, -2)"
"""True""",Ryan Cabrera,"(1, 5, 6, 5)","(-5, 2, -2, 5)"
"""O""",Omarion,"(6, 4, 1, 3)","(5, -4, -5, 4)"
"""Back Then""",Mike Jones,not found,not found
"""Numb/Encore""",Jay-Z and Linkin Park,"(7, 1, 6, 3)","(-5, -5, 2, -4)"
"""Wonderful""",Ja Rule featuring R. Kelly and Ashanti,not found,not found
"""I'm Sprung""",T-Pain,"(4, 1, 5, 4)","(-5, -2, 0, -5)"
"""Chariot""",Gavin DeGraw,"(6, 3, 5, 1)","(-5, 4, 5, -4)"
"""U Already Know""",112 featuring Foxy Brown,not found,not found
"""Mississippi Girl""",Faith Hill,"(1, 5, 4, 1)","(-5, -2, -5, -5)"
"""Number One Spot""",Ludacris,not found,not found
"""Give Me That""",Webbie featuring Bun B,not found,not found
